,Year,Neighborhood Cluster,Offense,Neighborhoods,Median Price,Number of Crimes
1783,2013,Cluster 33,Assault w/Dangerous Weapon,"Capitol View, Marshall Heights, Benning Heights",230000,159
1784,2013,Cluster 33,Burglary,"Capitol View, Marshall Heights, Benning Heights",230000,152
1785,2013,Cluster 33,Homicide,"Capitol View, Marshall Heights, Benning Heights",230000,8
1786,2013,Cluster 33,Motor Vehicle Theft,"Capitol View, Marshall Heights, Benning Heights",230000,142
1787,2013,Cluster 33,Robbery,"Capitol View, Marshall Heights, Benning Heights",230000,198
1788,2013,Cluster 33,Sex Abuse,"Capitol View, Marshall Heights, Benning Heights",230000,16
1789,2013,Cluster 33,Theft f/Auto,"Capitol View, Marshall Heights, Benning Heights",230000,170
1790,2013,Cluster 33,Theft/Other,"Capitol View, Marshall Heights, Benning Heights",230000,238
1791,2013,Cluster 34,Arson,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,3
1792,2013,Cluster 34,Assault w/Dangerous Weapon,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,111
1793,2013,Cluster 34,Burglary,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,65
1794,2013,Cluster 34,Homicide,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,6
1795,2013,Cluster 34,Motor Vehicle Theft,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,141
1796,2013,Cluster 34,Robbery,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,110
1797,2013,Cluster 34,Sex Abuse,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,18
1798,2013,Cluster 34,Theft f/Auto,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,262
1799,2013,Cluster 34,Theft/Other,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",245000,220
1800,2013,Cluster 35,Arson,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,1
1801,2013,Cluster 35,Assault w/Dangerous Weapon,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,23
1802,2013,Cluster 35,Burglary,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,49
1803,2013,Cluster 35,Homicide,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,2
1804,2013,Cluster 35,Motor Vehicle Theft,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,43
1805,2013,Cluster 35,Robbery,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,47
1806,2013,Cluster 35,Sex Abuse,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,1
1807,2013,Cluster 35,Theft f/Auto,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,82
1808,2013,Cluster 35,Theft/Other,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",338000,124
1809,2013,Cluster 36,Assault w/Dangerous Weapon,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,70
1810,2013,Cluster 36,Burglary,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,97
1811,2013,Cluster 36,Homicide,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,3
1812,2013,Cluster 36,Motor Vehicle Theft,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,46
1813,2013,Cluster 36,Robbery,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,94
1814,2013,Cluster 36,Sex Abuse,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,5
1815,2013,Cluster 36,Theft f/Auto,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,39
1816,2013,Cluster 36,Theft/Other,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",207250,90
1817,2013,Cluster 37,Arson,"Sheridan, Barry Farm, Buena Vista",223000,4
1818,2013,Cluster 37,Assault w/Dangerous Weapon,"Sheridan, Barry Farm, Buena Vista",223000,88
1819,2013,Cluster 37,Burglary,"Sheridan, Barry Farm, Buena Vista",223000,97
1820,2013,Cluster 37,Homicide,"Sheridan, Barry Farm, Buena Vista",223000,2
1821,2013,Cluster 37,Motor Vehicle Theft,"Sheridan, Barry Farm, Buena Vista",223000,71
1822,2013,Cluster 37,Robbery,"Sheridan, Barry Farm, Buena Vista",223000,84
1823,2013,Cluster 37,Sex Abuse,"Sheridan, Barry Farm, Buena Vista",223000,7
1824,2013,Cluster 37,Theft f/Auto,"Sheridan, Barry Farm, Buena Vista",223000,85
1825,2013,Cluster 37,Theft/Other,"Sheridan, Barry Farm, Buena Vista",223000,96
1826,2013,Cluster 38,Arson,"Douglas, Shipley Terrace",256000,2
1827,2013,Cluster 38,Assault w/Dangerous Weapon,"Douglas, Shipley Terrace",256000,113
1828,2013,Cluster 38,Burglary,"Douglas, Shipley Terrace",256000,141
1829,2013,Cluster 38,Homicide,"Douglas, Shipley Terrace",256000,6
1830,2013,Cluster 38,Motor Vehicle Theft,"Douglas, Shipley Terrace",256000,106
1831,2013,Cluster 38,Robbery,"Douglas, Shipley Terrace",256000,115
1832,2013,Cluster 38,Sex Abuse,"Douglas, Shipley Terrace",256000,6
1833,2013,Cluster 38,Theft f/Auto,"Douglas, Shipley Terrace",256000,87
1834,2013,Cluster 38,Theft/Other,"Douglas, Shipley Terrace",256000,155
1835,2013,Cluster 39,Arson,"Congress Heights, Bellevue, Washington Highlands",190000,4
1836,2013,Cluster 39,Assault w/Dangerous Weapon,"Congress Heights, Bellevue, Washington Highlands",190000,245
1837,2013,Cluster 39,Burglary,"Congress Heights, Bellevue, Washington Highlands",190000,297
1838,2013,Cluster 39,Homicide,"Congress Heights, Bellevue, Washington Highlands",190000,8
1839,2013,Cluster 39,Motor Vehicle Theft,"Congress Heights, Bellevue, Washington Highlands",190000,193
1840,2013,Cluster 39,Robbery,"Congress Heights, Bellevue, Washington Highlands",190000,288
1841,2013,Cluster 39,Sex Abuse,"Congress Heights, Bellevue, Washington Highlands",190000,24
1842,2013,Cluster 39,Theft f/Auto,"Congress Heights, Bellevue, Washington Highlands",190000,187
1843,2013,Cluster 39,Theft/Other,"Congress Heights, Bellevue, Washington Highlands",190000,417
1844,2014,Cluster 01,Arson,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,1
1845,2014,Cluster 01,Assault w/Dangerous Weapon,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,27
1846,2014,Cluster 01,Burglary,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,46
1847,2014,Cluster 01,Homicide,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,2
1848,2014,Cluster 01,Motor Vehicle Theft,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,78
1849,2014,Cluster 01,Robbery,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,48
1850,2014,Cluster 01,Sex Abuse,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,6
1851,2014,Cluster 01,Theft f/Auto,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,378
1852,2014,Cluster 01,Theft/Other,"Kalorama Heights, Adams Morgan, Lanier Heights",1202500,378
1853,2014,Cluster 02,Arson,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,1
1854,2014,Cluster 02,Assault w/Dangerous Weapon,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,143
1855,2014,Cluster 02,Burglary,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,197
1856,2014,Cluster 02,Homicide,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,7
1857,2014,Cluster 02,Motor Vehicle Theft,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,137
1858,2014,Cluster 02,Robbery,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,252
1859,2014,Cluster 02,Sex Abuse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,14
1860,2014,Cluster 02,Theft f/Auto,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,1169
1861,2014,Cluster 02,Theft/Other,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",650000,1235
1862,2014,Cluster 03,Assault w/Dangerous Weapon,"Howard University, Le Droit Park, Cardozo/Shaw",825000,55
1863,2014,Cluster 03,Burglary,"Howard University, Le Droit Park, Cardozo/Shaw",825000,58
1864,2014,Cluster 03,Homicide,"Howard University, Le Droit Park, Cardozo/Shaw",825000,2
1865,2014,Cluster 03,Motor Vehicle Theft,"Howard University, Le Droit Park, Cardozo/Shaw",825000,65
1866,2014,Cluster 03,Robbery,"Howard University, Le Droit Park, Cardozo/Shaw",825000,112
1867,2014,Cluster 03,Sex Abuse,"Howard University, Le Droit Park, Cardozo/Shaw",825000,13
1868,2014,Cluster 03,Theft f/Auto,"Howard University, Le Droit Park, Cardozo/Shaw",825000,584
1869,2014,Cluster 03,Theft/Other,"Howard University, Le Droit Park, Cardozo/Shaw",825000,629
1870,2014,Cluster 04,Arson,"Georgetown, Burleith/Hillandale",1250000,1
1871,2014,Cluster 04,Assault w/Dangerous Weapon,"Georgetown, Burleith/Hillandale",1250000,14
1872,2014,Cluster 04,Burglary,"Georgetown, Burleith/Hillandale",1250000,53
1873,2014,Cluster 04,Homicide,"Georgetown, Burleith/Hillandale",1250000,1
1874,2014,Cluster 04,Motor Vehicle Theft,"Georgetown, Burleith/Hillandale",1250000,32
1875,2014,Cluster 04,Robbery,"Georgetown, Burleith/Hillandale",1250000,30
1876,2014,Cluster 04,Sex Abuse,"Georgetown, Burleith/Hillandale",1250000,7
1877,2014,Cluster 04,Theft f/Auto,"Georgetown, Burleith/Hillandale",1250000,206
1878,2014,Cluster 04,Theft/Other,"Georgetown, Burleith/Hillandale",1250000,716
1879,2014,Cluster 05,Assault w/Dangerous Weapon,"West End, Foggy Bottom, GWU",1060000,9
1880,2014,Cluster 05,Burglary,"West End, Foggy Bottom, GWU",1060000,40
1881,2014,Cluster 05,Motor Vehicle Theft,"West End, Foggy Bottom, GWU",1060000,14
1882,2014,Cluster 05,Robbery,"West End, Foggy Bottom, GWU",1060000,23
1883,2014,Cluster 05,Sex Abuse,"West End, Foggy Bottom, GWU",1060000,6
1884,2014,Cluster 05,Theft f/Auto,"West End, Foggy Bottom, GWU",1060000,93
1885,2014,Cluster 05,Theft/Other,"West End, Foggy Bottom, GWU",1060000,446
1886,2014,Cluster 06,Assault w/Dangerous Weapon,"Dupont Circle, Connecticut Avenue/K Street",1050000,52
1887,2014,Cluster 06,Burglary,"Dupont Circle, Connecticut Avenue/K Street",1050000,93
1888,2014,Cluster 06,Motor Vehicle Theft,"Dupont Circle, Connecticut Avenue/K Street",1050000,64
1889,2014,Cluster 06,Robbery,"Dupont Circle, Connecticut Avenue/K Street",1050000,69
1890,2014,Cluster 06,Sex Abuse,"Dupont Circle, Connecticut Avenue/K Street",1050000,15
1891,2014,Cluster 06,Theft f/Auto,"Dupont Circle, Connecticut Avenue/K Street",1050000,517
1892,2014,Cluster 06,Theft/Other,"Dupont Circle, Connecticut Avenue/K Street",1050000,1112
1893,2014,Cluster 07,Assault w/Dangerous Weapon,"Shaw, Logan Circle",775000,45
1894,2014,Cluster 07,Burglary,"Shaw, Logan Circle",775000,74
1895,2014,Cluster 07,Motor Vehicle Theft,"Shaw, Logan Circle",775000,63
1896,2014,Cluster 07,Robbery,"Shaw, Logan Circle",775000,87
1897,2014,Cluster 07,Sex Abuse,"Shaw, Logan Circle",775000,6
1898,2014,Cluster 07,Theft f/Auto,"Shaw, Logan Circle",775000,523
1899,2014,Cluster 07,Theft/Other,"Shaw, Logan Circle",775000,454
1900,2014,Cluster 08,Arson,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,2
1901,2014,Cluster 08,Assault w/Dangerous Weapon,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,83
1902,2014,Cluster 08,Burglary,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,55
1903,2014,Cluster 08,Homicide,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,1
1904,2014,Cluster 08,Motor Vehicle Theft,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,97
1905,2014,Cluster 08,Robbery,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,131
1906,2014,Cluster 08,Sex Abuse,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,16
1907,2014,Cluster 08,Theft f/Auto,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,677
1908,2014,Cluster 08,Theft/Other,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",537500,1613
1909,2014,Cluster 09,Arson,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,1
1910,2014,Cluster 09,Assault w/Dangerous Weapon,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,41
1911,2014,Cluster 09,Burglary,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,20
1912,2014,Cluster 09,Homicide,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,1
1913,2014,Cluster 09,Motor Vehicle Theft,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,48
1914,2014,Cluster 09,Robbery,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,34
1915,2014,Cluster 09,Sex Abuse,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,2
1916,2014,Cluster 09,Theft f/Auto,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,183
1917,2014,Cluster 09,Theft/Other,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",720000,220
1918,2014,Cluster 10,Assault w/Dangerous Weapon,"Hawthorne, Barnaby Woods, Chevy Chase",947500,2
1919,2014,Cluster 10,Burglary,"Hawthorne, Barnaby Woods, Chevy Chase",947500,57
1920,2014,Cluster 10,Motor Vehicle Theft,"Hawthorne, Barnaby Woods, Chevy Chase",947500,15
1921,2014,Cluster 10,Robbery,"Hawthorne, Barnaby Woods, Chevy Chase",947500,15
1922,2014,Cluster 10,Sex Abuse,"Hawthorne, Barnaby Woods, Chevy Chase",947500,2
1923,2014,Cluster 10,Theft f/Auto,"Hawthorne, Barnaby Woods, Chevy Chase",947500,146
1924,2014,Cluster 10,Theft/Other,"Hawthorne, Barnaby Woods, Chevy Chase",947500,83
1925,2014,Cluster 11,Assault w/Dangerous Weapon,"Friendship Heights, American University Park, Tenleytown",937500,6
1926,2014,Cluster 11,Burglary,"Friendship Heights, American University Park, Tenleytown",937500,67
1927,2014,Cluster 11,Motor Vehicle Theft,"Friendship Heights, American University Park, Tenleytown",937500,15
1928,2014,Cluster 11,Robbery,"Friendship Heights, American University Park, Tenleytown",937500,25
1929,2014,Cluster 11,Sex Abuse,"Friendship Heights, American University Park, Tenleytown",937500,1
1930,2014,Cluster 11,Theft f/Auto,"Friendship Heights, American University Park, Tenleytown",937500,211
1931,2014,Cluster 11,Theft/Other,"Friendship Heights, American University Park, Tenleytown",937500,332
1932,2014,Cluster 12,Assault w/Dangerous Weapon,"North Cleveland Park, Forest Hills, Van Ness",1107500,5
1933,2014,Cluster 12,Burglary,"North Cleveland Park, Forest Hills, Van Ness",1107500,41
1934,2014,Cluster 12,Motor Vehicle Theft,"North Cleveland Park, Forest Hills, Van Ness",1107500,10
1935,2014,Cluster 12,Robbery,"North Cleveland Park, Forest Hills, Van Ness",1107500,4
1936,2014,Cluster 12,Sex Abuse,"North Cleveland Park, Forest Hills, Van Ness",1107500,1
1937,2014,Cluster 12,Theft f/Auto,"North Cleveland Park, Forest Hills, Van Ness",1107500,56
1938,2014,Cluster 12,Theft/Other,"North Cleveland Park, Forest Hills, Van Ness",1107500,98
1939,2014,Cluster 13,Burglary,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,15
1940,2014,Cluster 13,Motor Vehicle Theft,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,12
1941,2014,Cluster 13,Robbery,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,2
1942,2014,Cluster 13,Sex Abuse,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,2
1943,2014,Cluster 13,Theft f/Auto,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,48
1944,2014,Cluster 13,Theft/Other,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1239400,86
1945,2014,Cluster 14,Assault w/Dangerous Weapon,"Cathedral Heights, McLean Gardens, Glover Park",927000,7
1946,2014,Cluster 14,Burglary,"Cathedral Heights, McLean Gardens, Glover Park",927000,32
1947,2014,Cluster 14,Motor Vehicle Theft,"Cathedral Heights, McLean Gardens, Glover Park",927000,25
1948,2014,Cluster 14,Robbery,"Cathedral Heights, McLean Gardens, Glover Park",927000,5
1949,2014,Cluster 14,Sex Abuse,"Cathedral Heights, McLean Gardens, Glover Park",927000,3
1950,2014,Cluster 14,Theft f/Auto,"Cathedral Heights, McLean Gardens, Glover Park",927000,81
1951,2014,Cluster 14,Theft/Other,"Cathedral Heights, McLean Gardens, Glover Park",927000,149
1952,2014,Cluster 15,Arson,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,1
1953,2014,Cluster 15,Assault w/Dangerous Weapon,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,8
1954,2014,Cluster 15,Burglary,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,36
1955,2014,Cluster 15,Motor Vehicle Theft,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,17
1956,2014,Cluster 15,Robbery,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,14
1957,2014,Cluster 15,Sex Abuse,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,1
1958,2014,Cluster 15,Theft f/Auto,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,119
1959,2014,Cluster 15,Theft/Other,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1360000,144
1960,2014,Cluster 16,Assault w/Dangerous Weapon,"Colonial Village, Shepherd Park, North Portal Estates",720000,3
1961,2014,Cluster 16,Burglary,"Colonial Village, Shepherd Park, North Portal Estates",720000,21
1962,2014,Cluster 16,Motor Vehicle Theft,"Colonial Village, Shepherd Park, North Portal Estates",720000,14
1963,2014,Cluster 16,Robbery,"Colonial Village, Shepherd Park, North Portal Estates",720000,11
1964,2014,Cluster 16,Theft f/Auto,"Colonial Village, Shepherd Park, North Portal Estates",720000,141
1965,2014,Cluster 16,Theft/Other,"Colonial Village, Shepherd Park, North Portal Estates",720000,42
1966,2014,Cluster 17,Assault w/Dangerous Weapon,"Takoma, Brightwood, Manor Park",509000,48
1967,2014,Cluster 17,Burglary,"Takoma, Brightwood, Manor Park",509000,109
1968,2014,Cluster 17,Homicide,"Takoma, Brightwood, Manor Park",509000,1
1969,2014,Cluster 17,Motor Vehicle Theft,"Takoma, Brightwood, Manor Park",509000,75
1970,2014,Cluster 17,Robbery,"Takoma, Brightwood, Manor Park",509000,78
1971,2014,Cluster 17,Sex Abuse,"Takoma, Brightwood, Manor Park",509000,6
1972,2014,Cluster 17,Theft f/Auto,"Takoma, Brightwood, Manor Park",509000,519
1973,2014,Cluster 17,Theft/Other,"Takoma, Brightwood, Manor Park",509000,399
1974,2014,Cluster 18,Arson,"Brightwood Park, Crestwood, Petworth",625000,1
1975,2014,Cluster 18,Assault w/Dangerous Weapon,"Brightwood Park, Crestwood, Petworth",625000,130
1976,2014,Cluster 18,Burglary,"Brightwood Park, Crestwood, Petworth",625000,222
1977,2014,Cluster 18,Homicide,"Brightwood Park, Crestwood, Petworth",625000,7
1978,2014,Cluster 18,Motor Vehicle Theft,"Brightwood Park, Crestwood, Petworth",625000,146
1979,2014,Cluster 18,Robbery,"Brightwood Park, Crestwood, Petworth",625000,214
1980,2014,Cluster 18,Sex Abuse,"Brightwood Park, Crestwood, Petworth",625000,22
1981,2014,Cluster 18,Theft f/Auto,"Brightwood Park, Crestwood, Petworth",625000,652
1982,2014,Cluster 18,Theft/Other,"Brightwood Park, Crestwood, Petworth",625000,491
1983,2014,Cluster 19,Assault w/Dangerous Weapon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",419900,42
1984,2014,Cluster 19,Burglary,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",419900,57
